title,contents
맥주를 마시고 싶어서 젤리를 샀다.,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

걸음에도 조율이 필요하다




실행

신고



라이킷
16


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















맥주를 마시고 싶어서 젤리를 샀다. 관계에 관하여
by

들주키


Jun 02. 2020

2015 Barcelona, Spain 퇴근길 버스에서 양팔을 들어 올려 짜릿한 기지개를 켰다. 유독 만족스러운 하루였다. 그간 준비했던 일을 만족스럽게 끝낼 수 있었고, 무엇보다 그에 대한 압박감으로부터 벗어날 수 있었으니까. '오늘과 같은 기분은 당분간 쉽게 만날 수 없을 거야'하는 생각이 머릿속을 스쳐 지나갔다. 그리고 그 생각의 끝에는 맥주가 있었다. 맥주가 있다면 조금 더 완벽하게 하루를 마칠 수 있을 텐데. 버스에서 내려와 횡단보도를 건너, 집 앞에 새로 생긴 편의점으로 들어갔다. 그 자리에는 원래 세탁소가 있었다. 늘 작은 TV를 보고 있다가 ‘안녕하세요’하고 인사하면 화들짝 놀란 얼굴과 함께 맞아주시던 아주머니도 있었는데, 낡고 녹슨 간판은 어느새 연두색과 흰색이 뒤엉켜 청량감을 뿜어내는 간판으로 변해있었다.  아주머니의 밝은 얼굴을 생각하는 동안, 습관적으로 맥주를 골랐다. 평소에 먹던 거친 탄산이 느껴지는 라거 맥주를 한 아름 품에 안았다가 곧바로 계산대에 내려놓았다. '삐빅-' ""세계 맥주 네 캔, 만원입니다.""""아~ 잠시만요!"" 카드를 건네려는데 계산대 앞에 곰 모양 젤리가 눈에 띈다. 젤리가 “나도 데려가요”하며 손짓한다. 계산대 앞에 그토록 귀여운 곰돌이를 배치한 건 분명 상술인 것을 알고 있지만, 엄지와 검지를 이용해 제일 귀여워 보이는 놈의 목덜미를 잡아들었다. '삐비빅-'""만 이천 원입니다."" 소파에 누워 맥주캔을 땄다. 탁-하는 시원한 소리를 듣기 위해서 맥주를 먹나 싶은 생각이 들었다. 혀끝을 톡 쏘는 탄산과 목구멍의 빈틈을 부드럽게 매워주는 맥주를 깊은숨과 함께 천천히 넘겼고, 이내 하루가 더 완벽 해진듯한 기분이 들었다. 맥주 한 모금으로 갈증을 해소하고 보니, 반투명 봉지 안에서 알록달록한 빛을 내뿜는 곰돌이 젤리가 보였다. 그 빛깔에 최면이라도 걸린 것처럼 봉투를 뜯어 곰돌이를 해방시켜주었다. 곰의 몸에서는 과일향이 났다. 곰돌이의 최면 때문인지 과일향에 취했는지 정신 차리고 보니 맥주 세 캔과 젤리 껍질은 비어져있었다. 평소라면 맥주 두 캔을 까서 다 먹지 않고 한 캔의 남은 일부를 싱크대에 부었는데, 입에서 뒹구는 과일향 곰 덕분에 순식간에 세 캔을 비워버린 것이다.  완벽한 하루의 끝을 장식하는 주인공은 맥주가 아닌 젤리였다. 의외의 마무리였지만, 달콤한 하루를 선물해준 젤리가 고맙게 느껴졌다. '오랜 기간 정들고 익숙한 맥주에게 주인공 자리를 주고 싶었는데, 젤리가 갑자기 등장해서 내 마음속 주인공 자리를 꿰찼다.'는 생각에 맥주가 눈을 흘기는 것 같았다. 질투하는 맥주를 보니, 문득 그런 생각이 들었다. ""내 주변 사람들도 맥주와 젤리로 나눠볼 수 있겠구나."" 오랫동안 관계를 이어오며 깊은 관계가 당연시되는 '맥주'와 같은 부류, 그리고 만난 지 얼마 되지는 않았지만 생각과 취향이 비슷해서 급속도로 가까워진 '젤리'와 같은 부류. 두 가지로 충분히 분류가 됐다. 어렸을 때는 맥주 같은 사람ㅡ오랜 시간을 함께 보내 정든 사람ㅡ과의 관계가 가장 깊은 관계라고 생각했다. 오래되면 오래될수록 추억이 쌓이고, 이어서 깊은 관계가 탄생한다고 생각했기 때문이다.(물론 이렇게 될 확률이 높다.) 하지만, 관계라는 것은 자장면집 쿠폰을 모으는 것처럼 단순하지는 않아서, 오랜 시간을 보낸 친구와 깊은 관계 대신 깊은 감정의 골짜기에 빠질 수도 있는 법이다. 반대로 만난 지 오래되지 않아서 스쳐 지나갈 인연이라고 생각했던 사람들ㅡ여행지에서 우연히 만난 사람들, 직장 동료 등ㅡ과는 오히려 인생에 힘이 되는 찐한 우정을 만들어나가기도 한다. 이렇듯 관계는 시간에 비례하지 않아서, 처음부터 '우리의 관계는 여기까지.'라고 선을 긋거나 함부로 평가하긴 어렵다. 그렇기에 우리는 관계가 맺어지고, 공유되고, 함께 나아가는 매 순간을 소중하게 여기며 진심을 다할 필요가 있다.  맥주는 맥주대로, 젤리는 젤리 나름대로 소중한 법이다.






"
20.01.18,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

Life




실행

신고



라이킷
12


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















20.01.18Saturday
by

Harugraphy


Jun 01. 2020

우연히 발견하게 된 혼자만의 독서공간#reading






"
19.12.22,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

Life




실행

신고



라이킷
4


댓글
2


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















19.12.22Sunday
by

Harugraphy


Jun 01. 2020

“같이 하자.”토끼와도 피아노를 같이 칠 수 있는 그런 나이#together






"
길 잃은 컵,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch




실행

신고



라이킷
14


댓글
1


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















길 잃은 컵어찌 아니 예쁠까
by

sonagi


Jun 01. 2020

누군가 버린 컵들이 옹기종기 모여있다.눈살을 찌푸릴 만도 한데 어찌 내 눈엔예쁘게만 보일까?생각하기에 따라 다르게 보인다는 것.내 손에 카메라가 있기 때문이다.






"
너무나도 이쁜 색 조합,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

야매로 찍고 써보는 필름 사진집




실행

신고



라이킷
7


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















너무나도 이쁜 색 조합2016 pantone color.
by

철도 고양이


Jun 01. 2020

팬톤 컬러를 아시나요?팬톤은 색의 단위라고 하면 좋을까요? 인쇄 맡길 때 색에 대해서 이야기할 때 팬톤 컬러칩을 기준으로 논의하지요. 말하자면 색의 언어? 단위? 라고 생각하시면 돼요. 디자인이나 인쇄를 잘 모르신다면 조금은 생소한 개념일지도 몰라요.아무튼 팬톤에서는 매년마다 올해의 컬러를 발표해요. 그러면 그 컬러를 참고해서 각존 의류 디자인이나 제품 디자인에 반영하기도 하고, 그래서 그 해의 트렌드를 책임지기도 해요. 그런데 2016년에는 이례적으로 컬러를 두 가지 발표했어요. 살짝 연분홍의 로즈 쿼츠와 살짝 하늘빛의 세레니티가 바로 2016년의 컬러였어요.그 두 가지 색의 조합을 담은 사진이 이 사진이에요.2016 pantone color.참! 2020년 올해의 컬러는 클래식 블루랍니다.https://www.instagram.com/p/CAP2V32Hz9F/?utm_source=ig_web_copy_linkInstagram의 The Railway Cat님: “2016 pantone color ��: #rollei35s #kodakcolorplus200  Dev: @cheonggye_gorae_filmlabora좋아요 33개, 댓글 0개 - Instagram의 The Railway Cat(@this_photo_name_is_)님: ""2016 pantone color ��: #rollei35s #kodakcolorplus200 Dev: @cheonggye_gorae_filmlaboratory _ #� _…""www.instagram.com 






"
"#4.쿠바에서 제일 예쁜 드라이브, 말해 뭐해 최고지","._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

쿠바의 색을 담다




실행

신고



라이킷
9


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















#4.쿠바에서 제일 예쁜 드라이브, 말해 뭐해 최고지21-10-18 아바나운나나
by

역마살아임더


Jun 01. 2020
아래로
아바나 올드카투어는 말그대로 올드카를 타고 약 한시간 정도를 투어하는 코스로, 혁명 광장, 올드아바나를 한바퀴 돌아 말레꼰을 달리는 것으로 일정은 끝이 나는 투어로, 인원에 상관없이 한 대에 40쿡 정도였다.아까 호아끼나 까사에서 대충 본 정보북에서 올드카 투어는 35~40쿡 정도가 적당하다 써있었는데, 그에 맞는 가격이었다고 생각한다.쿠바의 길거리 마주하기개인적으로 아바나에서 했던 것 중 이 올드카 투어가 가장 만족스러웠는데, 쿠바인 답게 노래도 틀어놓은 상태에서 달리는 차로 인해 시원한 바람을 정면으로 맞으며 아바나의 골목을 달리는데, 어찌 짜릿하지 않을 수 있을까.올드카를 달리며 기록한 쿠바의 색 들올드카를 타고 달리니 잠시 물을 사러, 혹은 음식점에 가려 나왔을 때와는 또 다른 더 짙은 쿠바의 색을 느낄 수 있었다. 쿠바에 온 지 24시간도 채 지나지 않았지만 가장 크게 느껴지는 다른 점은 지나다니는 사람들의 옷 중 그 어느것 하나도 같은 것이 없었다. 당장 서울에서, 강남 한복판에 서 있으면 비슷한 옷을 입은 사람들이 적게는 수십, 많으면 수백까지도 나를 스쳐지나간다. 하지만 올드카를 타고 지나가며 마주한 올드아바나에는, 쿠바에서 마주한 사람들은 그 누구도 같은 옷을 입지 않았다. 색감도 다채로웠으며, 이는 그들이 칠한 벽과 닮아있었다. 그리고 그들은 어느곳에서나 몸의 행동에, 동작에 리듬이 넘쳤다. 우리의 올드카를 운전해 주는 운전사도 노래를 틀어놓고 연신 박자에 맞추어 운전대를 두드렸고, 지나가다 본 사람들의 몸가짐과 움직이는 모습에도 리듬감이 넘쳐 보였으며, 가끔씩 마주하는 골목에선 춤추는 사람들도 보였다. 쿠바 사람들은, 권태로울 만큼, 박자를 즐기는 이들이었다.크림색 구름과 어울리는 하늘의 색감그리고 마지막으로는 정말 보이는 곳 마다 색감이 다채로웠다. 하늘은 새파란 색, 건물은 알록달록. 눈에 닿는 모든 곳이 다 색깔이 살아숨쉬고 있으며 서로 호흡하며 어우러지고 있었다. 이게 쿠바가 가진 그들의 색감이 아닐까. 색채가 잘 어우러지듯 화려하지만 거슬리지 않는 사람들, 그리고 길거리. 아바나 길거리를 달리며 나는 그들의 색감에 빠져들고 있었다. 택시기사의 설명을 들으며 처음 도착한 곳은 혁명 광장. 혁명탑과 호세마르티와 체게바라 얼굴이 그려진 광장이 있으며, 탑에 들어가면 쿠바 혁명의 역사 등을 알 수 있다곤 하지만, 스페인어도 짧은데다가 여기에 온 목적은 올드카 투어이니 한번 둘러보는 것으로 족하기로 했지만 혁명 탑 꼭대기에 을씨년스럽게 까마귀 여러마리가 까악 까악 거리며 날아다니는 것은 기억에 남았다. 당시 우리가 도착할 때가 저녁 여섯시라서 해가 질 무렵이라 그런가, 일몰과 까마귀, 주변에 아무것도 없는 황량한 탑. 왠지 혁명 탑이라고 명명은 했지만 혁명에 실패한 이들을 전시해놓은 것 같기도 하고, 혁명은 이렇게 외로운 것이다 라는 것 같기도 하고쓸쓸해보이는 혁명탑 사진혁명 광장에서는 평소엔 뭔가 행사가 많을 것 같이 생겼지만 우리가 갔을땐 너무 해질 무렵이기도 하고 해서 아무것도 없었다. 그래서 매우 깔끔한 체게바라와 호세마르티 얼굴을 감상할 수 있었다. 짧게나마 배운 쿠바의 역사를 돌이켜 보면 둘에 대한 국민의 관심과 사랑은 상당한 것이라고 생각되어지는데, 이렇게 건물 그리고 쿠바 곳곳에 있는 벽보며 건물에 그들의 얼굴이 하나씩은 박혀 있는 것에서 짐작 되어지리라 생각한다.쿠바의 상징, 체게바라와 그의 친구 호세마르티혁명광장을 지난 후 말레꼰으로 향하는 길에 기사는 여러가지를 설명 해 주었다. 한 골목을 지나가며 여기가 아바나에서 가장 집 값이 비싼 곳이다. 대사관이 다 있기 때문이다- 라거나, 어느 대사관이 있냐면- 하며 언급한 대사관엔 신기하게도 북한 대사관이 있었다. 그래서 북한이요? 라고 하니 응, 북한은 있는데 너네 남한은 없어! 라고 말 하였고 잠시 왜죠? 라고 했다가 깨달았다. 사상의 차이인가. 그러고 보니 쿠바에서 여행 하다가 어떤 일이 생기면 멕시코에 있는 대사관으로 연락해야한다고 했던 것 같았다. (2018년 기준) 여권을 잃어버린다던지, 혹은 시비가 붙는 일은 절대 없게 해야겠다. 고 다짐을 한번 더 했다. 괜시리 더 비장해지는 순간 이었던 것 같다.비싸다는 (?) 대사관 앞 길거리기사 아저씨와 대사관이 늘어져있는 골목을 지나더니 갑자기 우리를 돌아보며 그런다. 이제부터 눈 크게 뜨라고, 쿠바에서 가장 예쁜 길을 드라이브 할 거라고 하기에 오, 어딘데요? 라고 묻자 그는 말레꼰! 이라며 차를 몰았다.쿠바의 가장 예쁜 드라이브 코스쿠바에서 가장 예쁜 드라이브 코스, 말레꼰이었다.그리고 우리가 시간을 너무 잘 잡았다 생각이 든게, 노을이 지는 석양과 함께 말레꼰을 달리고 있자니, 쿠바에 오길 정말 잘했다. 이 풍경을 눈에 담을 수 있다니. 라는 감격스러운 감정 (?) 까지 들기 시작했더랬다.쿠바 뽕이 가득차던 말레꼰 앞길너무 예쁜 길이어서 한참 눈으로 담다가 말레꼰에서 다시 까삐똘리오 방면으로 꺾어지기 바로 직전, 사진을 찍어야한다는게 불현듯 생각나서 혹시 차를 조금만 돌려서 사진 찍게 해 줄 수 있냐고 부탁 했더니 잠시 고민하던 그는 뭐 그래! 라며 차를 돌려주었다. 다만 오래는 못 세우니 얼른 오라는 그에게 연신 그라씨아 그라씨아를 외치며 차에서 내려 말레꼰으로 냅다 달려갔다.여기까지 왔으니 사진은 남겨야죠약 10분 정도밖에 있진 않았지만, 첫날 내리자마자 본 말레꼰, 그리고 석양이지는 말레꼰이라니.저 멀리 지평선과 함께 해가 지는 모습을 잠시나마 멍때리며 바라볼 수밖에 없었다.말레꼰 근처에는 구걸을 위한 거리의 악사가 상당히 많은 편 이었는데, 그들의 노래가 저 멀리서 들려오고, 당장 내 눈앞에는 해가 지는 말레꼰. 그리고 시원하면서 후덥지근한 10월의 쿠바의 저녁 공기.그 모든것이 완벽한 순간 이었다.그렇게 올드카 투어가 끝이났다. 이제까지, 그리고 아바나의 다른 곳들에서 본 것 보다 말레꼰을 바라본 그 순간이 또 나에게는 한가지 강렬한 기억으로 남을 것 같았다.






"
2020. 06. 01 (월) 12:08,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch




실행

신고



라이킷
16


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















2020. 06. 01 (월) 12:08
by

그냥


Jun 01. 2020
아래로







"
[해결에집중하라] 갤러리 P · H,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch




실행

신고



라이킷
17


댓글
1


공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















[해결에집중하라] 갤러리 P · HPhoto by Philippe Halsman(1906 - 1979)
by

한봉규 PHILIP


Jun 01. 2020
아래로
Philippe Halsman. Audrey Hepburn. 1955“6월 내내 모든 일이 JUMP 하는 기쁨 지으시길...”






"
이왕이면 예쁜게 좋잖아,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

앙팡진시선




실행

신고



라이킷
11


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















이왕이면 예쁜게 좋잖아사진의 현혹
by

앙팡


Jun 01. 2020

어느 날 저녁, 첫째 아이 HJ가 와이프 J에게 말했다.'엄마, 브라우니 먹고 싶어요'아이가 먹고 싶다는데 마다할 엄마가 있을까.와이프는 잽싸게 자신의 주무기인 녹차 브라우니를 만들었다.입이 심심해서 서성대던 나는 싱크대 위에 맛난 자태를 뽐내며 놓여있는 브라우니를 보고뭔가 느낌이 있어 보여 사진을 찍었다.와이프는 내가 요즘 찍은 사진을 인터넷에 올리는 것을 알고 있기에갑자기 조금 이따 다시 찍으라며 나를 밀쳐냈다.평범한 접시 위에 놓여있던 브라우니는 분위기 있는 나무 도마 위로 거취가 옮겨졌다.신분이 상승한 것이다.그리고 우리끼리 먹을 때는 잘 안 뿌리는 슈가 파우더로 예쁘게 화장도 하였다.그러자 30분 만에 뚝딱 만들어진 녹차 브라우니는 전문 제빵사의 손에서 정성 들여 만들어진 듯한 멋진 자태로 변신하였다. 와이프는 얘기한다.'인터넷에 내 브라우니 올릴 거면 멋지게 꾸며서 게시하라고'예쁘게 꾸며진 브라우니는 사진 한 장 찍히고 나서 아이들의 입속으로 순식간에 사라졌다.인터넷을 하다 보면 지인들의 멋지고 행복해 보이는 사진들을 만난다.그 사진들을 보며 그들이 요즘 이렇게 살고 있구나 하며 생각한다.하지만 가만히 보면 멋지고 예쁜 사진이 대부분이며뭔가 힘들고 고민하는 듯한 느낌의 사진은 찾기 어렵다.사람들은 가끔 사진을 보며 착각을 한다.나만 빼고 모두들 행복해 보이고 즐거워 보이는 것 같은 느낌.하지만 실제 만나서 얘기하다 보면 안다.모두 자기만의 고민과 걱정이 있다는 것을.그날 밤 야식으로 끝나버린 브라우니도 인터넷에 올라간다고 하니 꽃단장을 하는 세상인데자기 프로필 사진이나 일상 사진을 누가 멋지게 올리지 않을까 생각된다.사진은 사진일 뿐, 본인의 일상을 소중히 여기며 살아가야 되겠다.






"
세상을 담고 나를 담는다.,"._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

사진 essay 그리고 음악




실행

신고



라이킷
11


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















세상을 담고 나를 담는다.사진 essay
by

램바 lambba


Jun 01. 2020

사진 세상을 바라본다. 그 세상 속엔 내가 없다. 나를 넣었다. 세상이 나를 바라보게...Belinda Carlisle - Heaven Is A Place On Earth 1988






"
"누군가를 찍는 사진, 스스로를 찍는 사진","._platform = ""pc"";





        if ('undefined' != typeof Raven) {
            Raven.config('https://77b0c18789cf4de299d54be350ea2f2f@sentry.kakao.com/737', {
                ignoreErrors: [/Array size is not a small enough positive integer/]
            }).install();
        }
	








































메뉴

brunch



매거진

소리가 보이고 빛으로 들린다




실행

신고



라이킷
13


댓글



공유
 브런치 글을 SNS에 공유해보세요

페이스북공유


카카오톡공유


카카오스토리공유


트위터공유










닫기


You can make anythingby writing
- C.S.Lewis -
브런치 시작하기




브런치 홈


브런치 나우


브런치 책방




계정을 잊어버리셨나요?















누군가를 찍는 사진, 스스로를 찍는 사진 
by

훈수의 왕


Jun 01. 2020

수많은 스타들을 자신의 렌즈속에 담아낸 이 사진작가는 다음과 같은 말로 스스로가 생각하는 초상화 작업에 대한 정의를 내리고 있습니다.  “When I say I want to photograph someone, what it really means is that I'd like to know them. Anyone I know I photograph.”바로 미국의 유명한 여류 사진작가 애니 리버비츠 입니다.존 레논이 암살되기 직전 마지막으로 남긴 사진 역시 그녀의 작품이었죠.그녀의 사진을 보고 있노라면, 각각의 사진들이 담고 있는 특유의 다양한 색감에 마음이 녹아드는 느낌입니다.위의 5점을 보면 사진이 가지고 있는 색의 주조가 전부 다른데, 그 느낌은 주인공들의 개성을 정확하게 표현하고 있다고 믿어집니다.애니 레이보비츠와 비슷한 시기 미국에 또 다른 여성 사진작가가 있습니다. 애니 레이보비츠처럼 초상화 작업을 주로 했던 작가인데, 그 결이 완전 반대입니다.애니 레이보비츠가 주류의 흐름에 속해있는 셀럽들을 주로 촬영했다면, 메리 엘런 마크는 주류에서 벗어난 인물들을 주로 렌즈에 담아내고 있습니다.이 작가는 이런 말을 남기고 있는데요,“In a portrait, you always leave part of yourself behind."" <해리 포터>에 등장하는 '볼드모트'가 영원한 삶을 위해 자신의 영혼을 조각내 여기 저기 숨겨두었다는 스토리가 갑자기 떠오릅니다. 메리 엘런 마크가 자신의 영생을 위해 자신의 일부를 사진에 남기는 것은 아닐텐데, 과연 그녀의 어떤 감정들이 또는 어떤 생각들이 그녀의 작품에 남겨지고 있는 것일까요?<Ways of Seeing>을 쓴 존 버거는 자신의 글 중에서 어떤 사진 작품에 관한 이야기를 하며, 사진작가와 모델과의 관계에 있어서 신뢰가 어떤 의미인지를 설명한적이 있습니다.애니 리버비츠의 사진에 등장하는 셀럽들은 허상속에 둘어쌓여진 자신들의 꺼풀을 벗겨내고 좀더 자신의 진실된 모습을 세상에 보여주고 싶을지도 모릅니다. 그러기 위해서는 자신의 모습을 진정으로 이해시키는 것이 무척 중요할테고, 그런 의미에서 누군가의 본 모습을 이해하고 싶었던 애니 리버비츠는 이들에게 가장 적합한 사진작가였을 것입니다. 그와 반대로 세상의 누구도 나의 사진을 보고 싶어하지 않을텐데 라는 생각을 갖고 있을 법한 이 비주류인 거리의 존재들은 누군가가 자신에게 렌즈를 들이데는 것에 무척 방어적 이리라는 상상을 하는게 그리 어려운 일은 아닌데요, 오히려 이들에게 렌즈를 들이데며 가까이 가기 위해서는 그들에게 많은 신뢰를 얻어야만 가능할 것입니다.그렇게 생각이 미치고 나니, 메리 앨런 마크가 이 사진들에 남긴 모습은 다름아닌 그녀가 자신의 대상들로부터 획득한 인간적인 신뢰가 아닐까 싶습니다.누군가를 찍는 다는 행위에 이처럼 다양한 생각들이 묶여 있다는 사실이 참 신기할 따름입니다.요즘 현 세대는 점차 누군가를 찍는것이 아니라 스스로를 찍는 일에 훨씬 더 익숙해져 있는 것 같은데요,이런 새로운 세상의 흐름에 맞춰 스타들의 셀피 작품집이 나왔습니다.영국의 사진작가 Benjamin McMahon의 <Not myself> 라는 사진집은 스타들이 거울속에 비친 자신의 모습을 직접 카메라로 담은 일종의 셀피(셀카) 모음입니다.물론 자신의 셀피를 찍은 스타들과 맥마흔이 어떤 장소에서 어떻게 찍을 것인지에 대해서 진지하게 논의를 하고, 다양한 시도를 통해서 얻은 결과물이라고 합니다. 스타들이 들고 찍은 카메라는 아이폰의 카메라처럼 그저 들고 찍으면 되는 사진기가 아니라, 맥마흔의 수동 라이카 카메라이기에  그들은 사전에 완벽하게 세팅을 준비하고 마치 영화나 연극 속에서 연기를 하듯 완벽하게 짜여진 각본대로 사진 촬영에 임해야 했다고 하는데요이렇게 자신의 셀피를 찍고 있는 스스로에게 ""나는 나에 대해서 얼마나 알고 있을까?""그리고 ""나는 나 자신을 얼마나 믿을 수 있을까""라는 질문을 했을때 과연 우리는 우리 스스로의 Portrait를 얼마나 자신있게 찍을 수 있을까요? 이 사진들을 보고 있노라니 또다시 꼬리에 꼬리를 물고 호기심이 생겨납니다. 음악에는 이런 Portrait같은 작품이 있을까 하는 의문인데요, 생각보다 쉽게 떠오르지 않네요.일감으로 떠오르는 작품은 Giordano의 오페라 <Andrea Chenier> 가 있는데요,   프랑스 혁명시기에 실제로 존재했던 시인 'Andre Chenier'를 주인공으로 해서 만들어진 오페라 입니다. 전체 오페라가 상연되는 것은 그리 흔치 않고, 유명한 테너 아리아들이 독주회 등에서 자주 불리고 있습니다.유명한 Three Tenor Concert에서도 Jose Carreras가 자신의 특기중에 하나인 ""Un dì all'azzurro spazio"" (언젠가 푸른 하늘 아래에서)를 부르고 있습니다.오페라 1막에서 시인 세니에는 사랑에 대한 시를 읇어 달라는 요청을 받고 사랑의 노래를 시작하다가 가난한 사람들도 모두 평등하게 살게 되는 그날이 오리라는 내용의 아리아를 부르게 됩니다.https://www.youtube.com/watch?v=IcDKq0-NdyM또 다른 유명한 아리아는 4막에 처형되기 전 주인공 세니에가 마지막으로 쓴 시를 비창한 감정으로 노래 부르는 곡입니다.""Come un bel di di maggio"" (5월의 아름다운 날처럼)https://www.youtube.com/watch?v=Q1GRHSTjSYk유시 비올링은 왠지 모르게 호세 카레라스를 떠오르게 합니다.두 테너의 목소리가 애수가 젖어있다는 공통점 때문일까요?무소르그스키의 <보리스 고두노프> 나 <호반시치나>등과 같은 작품도 있지만 누군가의 초상을 그린다는 느낌 보다는 역사나 전설을 살려내는 느낌이라 좀 결이 다른 듯 하네요.미술과 음악은 어떤 경우에는 많은 것을 공유하는 듯 보이기도 하지만, 이렇듯 현실에 관여하게 되는 특정 문제에 관해서는 서로 완전히 다른 방향을 선택하는 것 같습니다. 






"
